date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:28:00	9234/9234	---M-Z	200	added ('OK')	text/css	date:Fri,%2003%20Mar%202023%2014:28:10%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/woocommerce/assets/css/prettyPhoto.css?ver=3.1.6	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/woocommerce/assets/css/prettyPhoto005e.css	(from https://bracketweb.com/jetlywp/)
15:28:01	29337/29337	---M-Z	200	added ('OK')	text/css	date:Fri,%2003%20Mar%202023%2014:28:06%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/yith-woocommerce-wishlist/assets/css/style.css?ver=3.18.0	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/yith-woocommerce-wishlist/assets/css/styleb3be.css	(from https://bracketweb.com/jetlywp/)
15:28:01	2859/2859	---M-Z	200	added ('OK')	text/css	date:Fri,%2003%20Mar%202023%2014:28:03%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.7.4	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/contact-form-7/includes/css/styles4999.css	(from https://bracketweb.com/jetlywp/)
15:28:01	2746/2746	---M-Z	200	added ('OK')	text/css	date:Fri,%2003%20Mar%202023%2014:28:48%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/css/layerdrops-toolbar.css?ver=1742026726	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/css/layerdrops-toolbar8704.css	(from https://bracketweb.com/jetlywp/)
15:28:01	87493/87493	---M-Z	200	added ('OK')	text/css	date:Wed,%2005%20Apr%202023%2015:20:58%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/jetly-addon/assets/vendors/animate/animate.min.css?ver=1680708058	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/jetly-addon/assets/vendors/animate/animate.minfd65.css	(from https://bracketweb.com/jetlywp/)
15:28:02	30662/30662	---M-Z	200	added ('OK')	text/css	date:Wed,%2005%20Apr%202023%2015:20:58%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/jetly-addon/assets/vendors/animate/custom-animate.css?ver=1680708058	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/jetly-addon/assets/vendors/animate/custom-animatefd65.css	(from https://bracketweb.com/jetlywp/)
15:28:02	11832/11832	---M-Z	200	added ('OK')	text/css	date:Wed,%2005%20Apr%202023%2015:20:58%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/jetly-addon/assets/vendors/bootstrap-select/css/bootstrap-select.min.css?ver=1680708058	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/jetly-addon/assets/vendors/bootstrap-select/css/bootstrap-select.minfd65.css	(from https://bracketweb.com/jetlywp/)
15:28:02	4088/4088	---M-Z	200	added ('OK')	text/css	date:Wed,%2005%20Apr%202023%2015:20:58%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/jetly-addon/assets/vendors/bxslider/jquery.bxslider.css?ver=1680708058	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/jetly-addon/assets/vendors/bxslider/jquery.bxsliderfd65.css	(from https://bracketweb.com/jetlywp/)
15:28:03	335/335	---M-Z	200	added ('OK')	text/css	date:Wed,%2005%20Apr%202023%2015:20:58%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/jetly-addon/assets/vendors/jarallax/jarallax.css?ver=1680708058	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/jetly-addon/assets/vendors/jarallax/jarallaxfd65.css	(from https://bracketweb.com/jetlywp/)
15:28:03	7302/7302	---M-Z	200	added ('OK')	text/css	date:Wed,%2005%20Apr%202023%2015:20:58%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/jetly-addon/assets/vendors/jquery-magnific-popup/jquery.magnific-popup.css?ver=1680708058	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/jetly-addon/assets/vendors/jquery-magnific-popup/jquery.magnific-popupfd65.css	(from https://bracketweb.com/jetlywp/)
15:28:03	3116/3116	---M-Z	200	added ('OK')	text/css	date:Wed,%2005%20Apr%202023%2015:20:58%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/jetly-addon/assets/vendors/odometer/odometer.min.css?ver=1680708058	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/jetly-addon/assets/vendors/odometer/odometer.minfd65.css	(from https://bracketweb.com/jetlywp/)
15:28:03	3356/3356	---M-Z	200	added ('OK')	text/css	date:Wed,%2005%20Apr%202023%2015:20:58%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/jetly-addon/assets/vendors/owl-carousel/owl.carousel.min.css?ver=1680708058	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/jetly-addon/assets/vendors/owl-carousel/owl.carousel.minfd65.css	(from https://bracketweb.com/jetlywp/)
15:28:04	1018/1018	---M-Z	200	added ('OK')	text/css	date:Wed,%2005%20Apr%202023%2015:20:58%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/jetly-addon/assets/vendors/owl-carousel/owl.theme.default.min.css?ver=1680708058	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/jetly-addon/assets/vendors/owl-carousel/owl.theme.default.minfd65.css	(from https://bracketweb.com/jetlywp/)
15:28:04	313/313	---M-Z	200	added ('OK')	text/css	date:Wed,%2005%20Apr%202023%2015:20:58%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/jetly-addon/assets/vendors/reey-font/stylesheet.css?ver=1680708058	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/jetly-addon/assets/vendors/reey-font/stylesheetfd65.css	(from https://bracketweb.com/jetlywp/)
15:28:04	4308/4308	---M-Z	200	added ('OK')	text/css	date:Wed,%2005%20Apr%202023%2015:20:58%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/jetly-addon/assets/vendors/nice-select/nice-select.css?ver=1680708058	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/jetly-addon/assets/vendors/nice-select/nice-selectfd65.css	(from https://bracketweb.com/jetlywp/)
15:28:04	12876/12876	---M-Z	200	added ('OK')	text/css	date:Fri,%2003%20Mar%202023%2014:28:04%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min.css?ver=5.3.6	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min48f5.css	(from https://bracketweb.com/jetlywp/)
15:28:05	4064/4064	---M-Z	200	added ('OK')	text/css	date:Wed,%2005%20Apr%202023%2015:20:58%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/jetly-addon/assets/vendors/timepicker/timePicker.css?ver=1680708058	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/jetly-addon/assets/vendors/timepicker/timePickerfd65.css	(from https://bracketweb.com/jetlywp/)
15:28:05	34763/34763	---M-Z	200	added ('OK')	text/css	date:Wed,%2005%20Apr%202023%2015:20:58%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/jetly-addon/assets/vendors/jquery-ui/jquery-ui.css?ver=1680708058	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/jetly-addon/assets/vendors/jquery-ui/jquery-uifd65.css	(from https://bracketweb.com/jetlywp/)
15:28:05	21/21	---M--	200	added ('OK')	text/css	date:Wed,%2005%20Apr%202023%2015:20:58%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/jetly-addon/assets/css/jetly-addon.css?ver=1680708058	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/jetly-addon/assets/css/jetly-addonfd65.css	(from https://bracketweb.com/jetlywp/)
15:28:05	2524/2524	---M-Z	200	added ('OK')	text/css	date:Wed,%2004%20Jan%202023%2016:59:50%20GMT	https://bracketweb.com/jetlywp/wp-content/themes/jetly/assets/vendors/jetly-icons/style.css?ver=1.0	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/themes/jetly/assets/vendors/jetly-icons/style5152.css	(from https://bracketweb.com/jetlywp/)
15:28:06	14332/14332	---M-Z	200	added ('OK')	text/css	date:Wed,%2004%20Jan%202023%2016:59:50%20GMT	https://bracketweb.com/jetlywp/wp-content/themes/jetly/assets/vendors/flaticons/css/flaticon.css?ver=1.1	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/themes/jetly/assets/vendors/flaticons/css/flaticon4963.css	(from https://bracketweb.com/jetlywp/)
15:28:06	154881/154881	---M-Z	200	added ('OK')	text/css	date:Wed,%2004%20Jan%202023%2016:59:50%20GMT	https://bracketweb.com/jetlywp/wp-content/themes/jetly/assets/vendors/bootstrap/css/bootstrap.min.css?ver=5.0.0	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/themes/jetly/assets/vendors/bootstrap/css/bootstrap.minbb93.css	(from https://bracketweb.com/jetlywp/)
15:28:06	59348/59348	---M-Z	200	added ('OK')	text/css	date:Wed,%2004%20Jan%202023%2016:59:50%20GMT	https://bracketweb.com/jetlywp/wp-content/themes/jetly/assets/vendors/fontawesome/css/all.min.css?ver=5.15.1	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/themes/jetly/assets/vendors/fontawesome/css/all.min9e0b.css	(from https://bracketweb.com/jetlywp/)
15:28:07	398590/398590	---M-Z	200	added ('OK')	text/css	date:Mon,%2006%20Mar%202023%2013:39:46%20GMT	https://bracketweb.com/jetlywp/wp-content/themes/jetly/style.css?ver=1742026726	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/themes/jetly/style8704.css	(from https://bracketweb.com/jetlywp/)
15:28:07	1676/1676	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2003%20Mar%202023%2014:28:09%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/woocommerce/assets/fonts/star.eot	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/woocommerce/assets/fonts/star.eot	(from https://bracketweb.com/jetlywp/)
15:28:08	1676/1676	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2003%20Mar%202023%2014:28:09%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/woocommerce/assets/fonts/star.eot?	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/woocommerce/assets/fonts/stard41d.eot	(from https://bracketweb.com/jetlywp/)
15:28:08	1304/1304	---M--	200	added ('OK')	font/woff	date:Fri,%2003%20Mar%202023%2014:28:09%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/woocommerce/assets/fonts/star.woff	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/woocommerce/assets/fonts/star.woff	(from https://bracketweb.com/jetlywp/)
15:28:08	275847/275847	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Jan%202023%2005:16:48%20GMT	https://bracketweb.com/jetlywp/wp-content/uploads/2023/01/page-header-bg.jpg	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/uploads/2023/01/page-header-bg.jpg	(from https://bracketweb.com/jetlywp/)
15:28:08	1512/1512	---M-Z	200	added ('OK')	font/ttf	date:Fri,%2003%20Mar%202023%2014:28:09%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/woocommerce/assets/fonts/star.ttf	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/woocommerce/assets/fonts/star.ttf	(from https://bracketweb.com/jetlywp/)
15:28:08	929/929	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2003%20Mar%202023%2014:28:09%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/woocommerce/assets/fonts/star.svg	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/woocommerce/assets/fonts/star.svg	(from https://bracketweb.com/jetlywp/)
15:28:09	1082/1082	---M-Z	200	added ('OK')	text/css	date:Fri,%2027%20Jan%202023%2006:57:58%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/recent-posts-widget-with-thumbnails/public.css?ver=7.1.1	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/recent-posts-widget-with-thumbnails/public03db.css	(from https://bracketweb.com/jetlywp/)
15:28:09	19363/19363	---M-Z	200	added ('OK')	text/css	date:Fri,%2003%20Mar%202023%2014:28:04%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min3b94.css	(from https://bracketweb.com/jetlywp/)
15:28:09	1099/1099	---M-Z	200	added ('OK')	text/css	date:Fri,%2003%20Mar%202023%2014:28:31%20GMT	https://bracketweb.com/jetlywp/wp-content/uploads/elementor/css/post-6.css?ver=1677853711	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/uploads/elementor/css/post-6eec0.css	(from https://bracketweb.com/jetlywp/)
15:28:09	175/175	---M--	200	added ('OK')	text/css	date:Fri,%2003%20Mar%202023%2014:28:31%20GMT	https://bracketweb.com/jetlywp/wp-content/uploads/elementor/css/post-455.css?ver=1677853711	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/uploads/elementor/css/post-455eec0.css	(from https://bracketweb.com/jetlywp/)
15:28:10	85698/85698	---M-Z	200	added ('OK')	text/css	date:Fri,%2003%20Mar%202023%2014:28:05%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.11.2	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/elementor/assets/css/frontend-lite.min991d.css	(from https://bracketweb.com/jetlywp/)
15:28:10	2524/2524	---M-Z	200	added ('OK')	text/css	date:Wed,%2005%20Apr%202023%2015:20:58%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/jetly-addon/assets/vendors/jetly-icons/style.css?ver=1.0	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/jetly-addon/assets/vendors/jetly-icons/style5152.css	(from https://bracketweb.com/jetlywp/)
15:28:10	57912/57912	---M-Z	200	added ('OK')	text/css	date:Fri,%2003%20Mar%202023%2014:28:04%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://bracketweb.com/jetlywp/)
15:28:10	669/669	---M-Z	200	added ('OK')	text/css	date:Fri,%2003%20Mar%202023%2014:28:04%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://bracketweb.com/jetlywp/)
15:28:11	87553/87553	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2008%20Nov%202023%2004:05:43%20GMT	https://bracketweb.com/jetlywp/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-includes/js/jquery/jquery.minf43b.js	(from https://bracketweb.com/jetlywp/)
15:28:11	13577/13577	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2009%20Aug%202023%2004:24:34%20GMT	https://bracketweb.com/jetlywp/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://bracketweb.com/jetlywp/)
15:28:11	101508/101508	---MCZ	200	added ('OK')	application/json	etag:%2232655-1742009392;gz%22	https://bracketweb.com/jetlywp/wp-json/wp/v2/pages/455	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-json/wp/v2/pages/455.json	(from https://bracketweb.com/jetlywp/)
15:28:12	846/846	---M-Z	200	added ('OK')	text/xml	date:Tue,%2018%20Mar%202025%2012:28:11%20GMT	https://bracketweb.com/jetlywp/xmlrpc.php?rsd	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/xmlrpc0db0.php	(from https://bracketweb.com/jetlywp/)
15:28:12	2056/2056	---MCZ	200	added ('OK')	application/json	etag:%2232656-1742009402;gz%22	https://bracketweb.com/jetlywp/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbracketweb.com%2Fjetlywp%2F	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-json/oembed/1.0/embede329.json	(from https://bracketweb.com/jetlywp/)
15:28:12	1081533/1081533	---MCZ	200	added ('OK')	application/json	etag:%2233167-1742300891;gz%22	https://bracketweb.com/jetlywp/wp-json/	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-json/index.html	(from https://bracketweb.com/jetlywp/)
15:28:13	2214/2214	---M-Z	200	added ('OK')	text/xml	etag:%2233168-1742300893;gz%22	https://bracketweb.com/jetlywp/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbracketweb.com%2Fjetlywp%2F&format=xml	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-json/oembed/1.0/embed3f85	(from https://bracketweb.com/jetlywp/)
15:28:13	4962/4962	---M--	200	added ('OK')	image/png	date:Fri,%2027%20Jan%202023%2005:16:48%20GMT	https://bracketweb.com/jetlywp/wp-content/uploads/2023/01/loader-100x100.png	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/uploads/2023/01/loader-100x100.png	(from https://bracketweb.com/jetlywp/)
15:28:14	15710/15710	---M--	200	added ('OK')	image/png	date:Fri,%2027%20Jan%202023%2005:16:50%20GMT	https://bracketweb.com/jetlywp/wp-content/uploads/2023/01/loader-270x270.png	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/uploads/2023/01/loader-270x270.png	(from https://bracketweb.com/jetlywp/)
15:28:14	26088/26088	---M--	200	added ('OK')	image/png	date:Fri,%2027%20Jan%202023%2005:16:46%20GMT	https://bracketweb.com/jetlywp/wp-content/uploads/2023/01/logo-light.png	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/uploads/2023/01/logo-light.png	(from https://bracketweb.com/jetlywp/)
15:28:14	42253/42253	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Jan%202023%2005:16:48%20GMT	https://bracketweb.com/jetlywp/wp-content/uploads/2023/01/home-showcase-1-1.jpg	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/uploads/2023/01/home-showcase-1-1.jpg	(from https://bracketweb.com/jetlywp/)
15:28:15	42917/42917	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Jan%202023%2005:16:48%20GMT	https://bracketweb.com/jetlywp/wp-content/uploads/2023/01/home-showcase-1-2.jpg	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/uploads/2023/01/home-showcase-1-2.jpg	(from https://bracketweb.com/jetlywp/)
15:28:15	39109/39109	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Jan%202023%2005:16:48%20GMT	https://bracketweb.com/jetlywp/wp-content/uploads/2023/01/home-showcase-1-3.jpg	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/uploads/2023/01/home-showcase-1-3.jpg	(from https://bracketweb.com/jetlywp/)
15:28:15	129208/129208	---M-Z	200	added ('OK')	text/html	etag:%2232939-1742175421;gz%22	https://bracketweb.com/jetlywp/onepage-home-two/	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/onepage-home-two/index.html	(from https://bracketweb.com/jetlywp/)
15:28:15	145181/145181	---MCZ	200	added ('OK')	text/html	etag:%2231963-1741720670;gz%22	https://bracketweb.com/jetlywp/onepage-home-one/	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/onepage-home-one/index.html	(from https://bracketweb.com/jetlywp/)
15:28:16	42830/42830	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Jan%202023%2005:16:44%20GMT	https://bracketweb.com/jetlywp/wp-content/uploads/2023/01/home-showcase-1-4.jpg	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/uploads/2023/01/home-showcase-1-4.jpg	(from https://bracketweb.com/jetlywp/)
15:28:16	140301/140301	---MCZ	200	added ('OK')	text/html	etag:%2233034-1742229842;gz%22	https://bracketweb.com/jetlywp/home-three/	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/home-three/index.html	(from https://bracketweb.com/jetlywp/)
15:28:16	142399/142399	---MCZ	200	added ('OK')	text/html	etag:%2232610-1741980625;gz%22	https://bracketweb.com/jetlywp/home-two/	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/home-two/index.html	(from https://bracketweb.com/jetlywp/)
15:28:16	127643/127643	---M-Z	200	added ('OK')	text/html	etag:%2232779-1742066648;gz%22	https://bracketweb.com/jetlywp/onepage-home-three/	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/onepage-home-three/index.html	(from https://bracketweb.com/jetlywp/)
15:28:17	159856/159856	---MCZ	200	added ('OK')	text/html	etag:%2232185-1741787627;gz%22	https://bracketweb.com/jetlywp/home-four/	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/home-four/index.html	(from https://bracketweb.com/jetlywp/)
15:28:17	71684/71684	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2018%20Mar%202025%2012:28:16%20GMT	https://bracketweb.com/jetlywp/jetly@mail.com	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/jetly@mail.com	(from https://bracketweb.com/jetlywp/)
15:28:17	107384/107384	---MCZ	200	added ('OK')	text/html	etag:%2232430-1741876956;gz%22	https://bracketweb.com/jetlywp/about-us/	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/about-us/index.html	(from https://bracketweb.com/jetlywp/)
15:28:17	78942/78942	---MCZ	200	added ('OK')	text/html	etag:%2232549-1741939992;gz%22	https://bracketweb.com/jetlywp/team/	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/team/index.html	(from https://bracketweb.com/jetlywp/)
15:28:17	79501/79501	---M-Z	200	added ('OK')	text/html	etag:%2232860-1742108533;gz%22	https://bracketweb.com/jetlywp/team-carousel/	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/team-carousel/index.html	(from https://bracketweb.com/jetlywp/)
15:28:18	83589/83589	---MCZ	200	added ('OK')	text/html	etag:%2232682-1742024041;gz%22	https://bracketweb.com/jetlywp/destinations/	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/destinations/index.html	(from https://bracketweb.com/jetlywp/)
15:28:18	107781/107781	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Jan%202023%2005:16:44%20GMT	https://bracketweb.com/jetlywp/wp-content/uploads/2023/01/main-slider-1-1.jpg	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/uploads/2023/01/main-slider-1-1.jpg	(from https://bracketweb.com/jetlywp/)
